-1015209.6802648214,4306579.508943759
-1015209.6802648214,4306579.508943759
-1015209.6802648214,4306579.508943759
-1015209.6802648214,4306579.508943759
-1015209.6802648214,4306579.508943759
-1015209.6802648214,4306579.508943759
-1015209.6802648214,4306579.508943759
-1015209.6802648214,4306579.508943759
-1015209.6802648214,4306579.508943759
-1015209.6802648214,4306579.508943759
-1015209.6802648214,4306579.508943759
-1015209.6802648214,4306579.508943759
-1015209.6802648214,4306579.508943759
-1015209.6802648214,4306579.508943759
-1015209.6802648214,4306579.508943759
-1015209.6802648214,4306579.508943759
-1015209.6802648214,4306579.508943759
-1015209.6802648214,4306579.508943759
-1015209.6802648214,4306579.508943759
-1015209.6802648214,4306579.508943759
-1015209.6802648214,4306579.508943759
-1015209.6802648214,4306579.508943759
