-3918509.21495425,-659385.9150022333
-3918509.21495425,-659385.9150022333
-3918509.21495425,-659385.9150022333
-3918509.21495425,-659385.9150022333
-3918509.21495425,-659385.9150022333
-3918509.21495425,-659385.9150022333
-3918509.21495425,-659385.9150022333
-3918509.21495425,-659385.9150022333
-3918509.21495425,-659385.9150022333
-3918509.21495425,-659385.9150022333
-3918509.21495425,-659385.9150022333
-3918509.21495425,-659385.9150022333
-3918509.21495425,-659385.9150022333
-3918509.21495425,-659385.9150022333
-3918509.21495425,-659385.9150022333
-3918509.21495425,-659385.9150022333
